CODE FOYER;RANG LUMINAIRE;ARMOIRE;ADRESSE;DOMAINE;TYPE SUPPORT;NATURE SUPPORT;HAUTEUR SUPPORT;ETAT SUPPORT;OBSERVATION SUPPORT;COFFRET CLASSE II;MISE A LA TERRE MAT;TYPE CROSSE;SAILLIE CROSSE;ETAT CROSSE;OBSERVATION CROSSE;MARQUE LUMINAIRE;MODELE LUMINAIRE;HAUTEUR DE FEU;ETAT LUMINAIRE;TYPE SOURCE;NOMBRE DE LEDS;PUISSANCE ESTIMEE SOURCE;TYPE DE FIXATION;OBSERVATION LUMINAIRE;TYPE RESEAU;OBSERVATION RESEAU;X;Y
186/628;2;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;;;;;LUDEC;OLIVIO;7.5;BON;LED;1;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99015230960897;42.6684841369007
186/628;3;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;;;;;LUDEC;OLIVIO;7;BON;LED;1;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99015155771907;42.6684944013808
186/628;4;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;;;;;LUDEC;OLIVIO;6.5;BON;LED;1;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99016381343447;42.6684937963445
186/628;5;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;;;;;LUDEC;POINTE LUMINEUSE BLANC;8;BON;LED;1;5;TOP;;SOUTERRAIN;;2.99017723516314;42.6684897394312
186/FE;5;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;;;;;LUDEC;POINTE LUMINEUSE BLANC;8;BON;LED;1;5;TOP;;SOUTERRAIN;;2.99012210645246;42.6684805000774
186/FE;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;;;;;LUDEC;OLIVIO;8;BON;LED;1;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99011776040314;42.6684774914086
186/FE;2;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;;;;;LUDEC;OLIVIO;7.5;BON;LED;1;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99011515079724;42.6684812325942
186/FE;3;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;;;;;LUDEC;OLIVIO;7;BON;LED;1;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99011934592962;42.6684835596062
186/FF;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99005279783504;42.6684870180889
186/FG;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99000298355759;42.668502908216
186/FH;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.98996087053707;42.668527614294
186/FI;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.98994310096245;42.6685534168241
186/FJ;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.98993324644379;42.6685959971844
186/FK;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.9899468711917;42.6686553672296
186/FL;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.98999601802087;42.668694559064
186/FM;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99004094186991;42.6687125680784
186/FN;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99010078224426;42.6687180318796
186/FO;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99015034589175;42.6687160384377
186/FP;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.2;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99021708442915;42.6686829544262
186/FQ;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99033177323977;42.6686960366422
186/FR;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.9903245633613;42.668733955634
186/FS;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99031631772531;42.668773937397
186/FT;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99031123685406;42.6688102057105
186/FU;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99022388557417;42.6688453656567
186/FV;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99022020876972;42.6688685999691
186/FW;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99019379380877;42.6688420987436
186/FX;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99018713908917;42.6688606453753
186/FY;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99011574727858;42.6688319750109
186/FZ;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99010913837303;42.6688507528263
186/GA;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99007980388745;42.6688275891825
186/GB;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99007629596625;42.6688461193056
186/GC;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99005840601735;42.6688499034026
186/GD;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;FACADE;;;;;;;;;;;LEC;DECORATION;0.1;BON;LED;1;;APPLIQUE;;SOUTERRAIN;;2.99005540564431;42.6688649321241
186/GE;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;0.4;BON;;;;;;;;DIVERS;BORNE DIVERS;0.4;BON;LED;1;;;;SOUTERRAIN;;2.99006796409197;42.6689202153039
186/GF;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;0.4;BON;;;;;;;;DIVERS;BORNE DIVERS;0.4;BON;LED;1;;;;SOUTERRAIN;;2.99011955164382;42.6689253884601
186/GG;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;0.4;BON;;;;;;;;DIVERS;BORNE DIVERS;0.4;BON;LED;1;;;;SOUTERRAIN;;2.99015362923411;42.6689298561856
186/GH;1;295;PLACE DE LA RÉPUBLIQUE;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;0.4;BON;;;;;;;;DIVERS;BORNE DIVERS;0.4;BON;LED;1;;;;SOUTERRAIN;;2.99019544311564;42.6689319751186
186/822;1;295;PARKING DU PARC DU BICENTENAIRE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE STYLE;0.5;BON;CROSSE DE STYLE REHAUSSE 1.5M;STYLE;4 FACES;7;BON;IM;;70;SUSPENDUE;;SOUTERRAIN;;2.99017249385509;42.6682443069073
186/666;1;295;PARKING DU PARC DU BICENTENAIRE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE STYLE;0.5;BON;CROSSE DE STYLE REHAUSSE 1.5M;STYLE;4 FACES;7;BON;IM;;70;SUSPENDUE;;SOUTERRAIN;;2.98996876852505;42.6681544817194
186/629;1;295;PARKING DU PARC DU BICENTENAIRE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE STYLE;0.5;BON;CROSSE DE STYLE REHAUSSE 1.5M;STYLE;4 FACES;7;BON;SHP;;70;SUSPENDUE;;SOUTERRAIN;;2.98976206977144;42.6680594349556
186/8470;1;295;PARC DU BICENTENAIRE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ALUMINIUM ANODISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.99049728513596;42.6680319809084
186/8469;1;295;PARC DU BICENTENAIRE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.99065337370475;42.6677898412878
186/8468;1;295;PARC DU BICENTENAIRE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER GALVANISE;4;VETUSTE;TRAPPE HS;OUI;OUI;;;;;THORN;NELLA;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.99074736083967;42.6675388780247
186/GI;1;295;PARC DU BICENTENAIRE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;;;;;BENITO;DUNA;8;MOYEN;SHP;;150;TOP;;SOUTERRAIN;;2.99040655978383;42.6672951571497
186/GI;2;295;PARC DU BICENTENAIRE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;;;;;BENITO;DUNA;8;MOYEN;SHP;;150;TOP;;SOUTERRAIN;;2.99037834280244;42.6672835225267
186/GI;3;295;PARC DU BICENTENAIRE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;;;;;BENITO;DUNA;7.5;MOYEN;SHP;;150;TOP;;SOUTERRAIN;;2.99040916489815;42.6672710074111
186/8086;1;4;IMPASSE DES MÉSANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;;;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.99434574057664;42.6665946464461
186/8085;1;4;IMPASSE DES MÉSANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.99461291840676;42.6666048332945
186/8084;1;4;IMPASSE DES MÉSANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.99498804858121;42.6666225093417
186/480;1;4;IMPASSE DES MÉSANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.9953149805474;42.6666250015583
186/479;1;4;IMPASSE DES MÉSANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.99569476399501;42.6666308235555
186/8087;1;4;RUE DE LA PALOMBE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.99596508053872;42.6668774573615
186/472;1;4;IMPASSE DU ROITELET;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;3;BON;LED;16;;TOP;;SOUTERRAIN;;2.99620282866184;42.6666508114837
186/473;1;4;IMPASSE DU ROITELET;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;3;BON;LED;16;;TOP;;SOUTERRAIN;;2.99663156669917;42.6667759994437
186/474;1;4;IMPASSE DU ROITELET;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;3;BON;LED;16;;TOP;;SOUTERRAIN;;2.99689229821879;42.6667558695401
186/475;1;4;IMPASSE DU ROITELET;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;3;BON;LED;16;;TOP;;SOUTERRAIN;;2.99695007067136;42.6665241799898
186/470;1;4;RUE DE LA PALOMBE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.9960058802223;42.6666147288431
186/476;1;4;RUE DES PRÉS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;MAZDA;SOLAIR;8;VETUSTE;LAMPE LED;;;LATERALE;;SOUTERRAIN;;2.99736164370022;42.6662120128919
186/477;1;4;RUE DES PRÉS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;MAZDA;SOLAIR;8;VETUSTE;LAMPE LED;;;LATERALE;;SOUTERRAIN;;2.99688505600099;42.6662502643314
186/478;1;4;RUE DES PRÉS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;MAZDA;SOLAIR;8;VETUSTE;LAMPE LED;;;LATERALE;;SOUTERRAIN;;2.99640132310195;42.6662978901778
186/469;1;4;RUE DE LA PALOMBE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.99607829521398;42.6663202508835
186/468;1;4;RUE DE LA PALOMBE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.9958916046367;42.6662337051581
186/467;1;4;RUE DE LA PALOMBE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.99559666527105;42.6661310605113
186/466;1;4;RUE DE LA PALOMBE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.99539026116482;42.666060492466
186/465;1;4;RUE DE LA PALOMBE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.99518246556827;42.6659860594828
186/14005;1;4;RUE DES PRÉS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;MAZDA;SOLAIR;8;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.99489603324832;42.6658673657595
186/464;1;4;RUE DES PRÉS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;MAZDA;SOLAIR;8;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.99460342501084;42.6657471895374
186/463;1;4;RUE DES PRÉS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;MAZDA;SOLAIR;8;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.99431883333895;42.6656257917253
186/462;1;4;RUE DES PRÉS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;MAZDA;SOLAIR;8;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.99402666707257;42.6655056645776
186/14004;1;4;RUE DES PRÉS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;MAZDA;SOLAIR;8;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.9937519514789;42.665379884846
186/461;1;4;CHEMIN DE LAS POUNTES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;7;BON;LED;16;;LATERALE;;SOUTERRAIN;;2.99345722321733;42.6653583838424
186/449;1;4;CHEMIN DE LAS POUNTES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;7;BON;LED;32;;LATERALE;;SOUTERRAIN;;2.99370197550471;42.6648127327799
186/13991;1;4;CHEMIN DE LAS POUNTES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;7;BON;LED;32;;LATERALE;;SOUTERRAIN;;2.99355875350568;42.6650014000397
186/448;1;4;CHEMIN DE LAS POUNTES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;7;BON;LED;32;;LATERALE;;SOUTERRAIN;;2.99339271968835;42.6652197223371
186/447;1;4;CHEMIN DE LAS POUNTES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;7;BON;LED;32;;LATERALE;;SOUTERRAIN;;2.99324046782412;42.665399761543
186/16503;1;4;CHEMIN DE LAS POUNTES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;7;BON;LED;32;;LATERALE;;SOUTERRAIN;;2.99327117763043;42.6655759082617
186/446;1;4;CHEMIN DE LAS POUNTES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;7;BON;LED;32;;LATERALE;;SOUTERRAIN;;2.99306895608016;42.6655781336576
186/13990;1;4;CHEMIN DE LAS POUNTES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;7;BON;LED;32;;LATERALE;;SOUTERRAIN;;2.99295974429784;42.6657219010709
186/445;1;4;CHEMIN DE LAS POUNTES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;7;BON;LED;32;;LATERALE;;SOUTERRAIN;;2.99270885022887;42.6657792327655
186/13989;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;VETUSTE;;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99264004646461;42.6659266498975
186/13988;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;VETUSTE;;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99268643187264;42.6661301126292
186/13987;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;1;BON;;;;;;;;BENITO/LUXECO;GARDEN;1;MOYEN;SHP;;;;;SOUTERRAIN;;2.99269590730225;42.6662200999335
186/16502;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;VETUSTE;;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99270437841538;42.6663077857752
186/13986;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;VETUSTE;;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.9926662125922;42.6665164794043
186/16501;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;VETUSTE;;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99258723989897;42.6667033811572
186/441;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;1;BON;;;;;;;;BENITO/LUXECO;GARDEN;1;MOYEN;SHP;;;;;SOUTERRAIN;;2.99253861229599;42.6667878257178
186/431;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;VETUSTE;ACCIDENTÉ;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99250711466719;42.6668725390023
186/433;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;VETUSTE;ACCIDENTÉ;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.9923701422476;42.6670534248513
186/434;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;1;BON;;;;;;;;BENITO/LUXECO;GARDEN;1;MOYEN;SHP;;;;;SOUTERRAIN;;2.99233091102253;42.6671158070864
186/435;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;VETUSTE;ACCIDENTÉ;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99228757808984;42.6671958387218
186/436;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;1;BON;;;;;;;;BENITO/LUXECO;GARDEN;1;MOYEN;SHP;;;;;SOUTERRAIN;;2.99223841778591;42.6672693957108
186/437;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99218520338512;42.667358153437
186/438;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;1;BON;;;;;;;;BENITO/LUXECO;GARDEN;1;MOYEN;SHP;;;;;SOUTERRAIN;;2.9921361544723;42.6674377633415
186/439;1;4;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99208576706971;42.6675238152955
