CODE FOYER;RANG LUMINAIRE;ARMOIRE;ADRESSE;DOMAINE;TYPE SUPPORT;NATURE SUPPORT;HAUTEUR SUPPORT;ETAT SUPPORT;OBSERVATION SUPPORT;COFFRET CLASSE II;MISE A LA TERRE MAT;TYPE CROSSE;SAILLIE CROSSE;ETAT CROSSE;OBSERVATION CROSSE;MARQUE LUMINAIRE;MODELE LUMINAIRE;HAUTEUR DE FEU;ETAT LUMINAIRE;TYPE SOURCE;NOMBRE DE LEDS;PUISSANCE ESTIMEE SOURCE;TYPE DE FIXATION;OBSERVATION LUMINAIRE;TYPE RESEAU;OBSERVATION RESEAU;X;Y
186/268;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98585256751897;42.6646400835502
186/269;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98569758567457;42.6649169405018
186/13746;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.9855562932568;42.6651605577459
186/270;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98541313234323;42.6654137441227
186/13747;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98525984202653;42.6657354436524
186/271;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98477587646384;42.665872854251
186/272;1;359;ROND POINT DU LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;10;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;10;BON;IM;;250;LATERALE;;SOUTERRAIN;;2.98446964976662;42.6660334437717
186/272;2;359;ROND POINT DU LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;10;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;10;BON;IM;;250;LATERALE;;SOUTERRAIN;;2.98447498935267;42.6660458356143
186/272;3;359;ROND POINT DU LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;10;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;10;BON;IM;;250;LATERALE;LAMPE HS;SOUTERRAIN;;2.9844576473761;42.6660432383478
186/267;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98588643310685;42.6643375703837
186/13745;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98583204909957;42.6640275972795
186/266;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98580655042023;42.6636428671248
186/13744;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98618404316387;42.6634458850669
186/265;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98634669123088;42.6632918285567
186/13741;1;359;RUE DU VIEUX LAVOIR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;1;BON;;SELUX;ILOO;8;BON;LED;48;;LATERALE;;SOUTERRAIN;;2.98647514672326;42.6630669313664
186/21;1;354;RUE DU CARIGNAN;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98738508980041;42.6655635843621
186/39;1;354;RUE DU CARIGNAN;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.9871930722135;42.6658875606845
186/20;1;354;RUE DU CARIGNAN;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.9869783470128;42.6662018583459
186/19;1;354;RUE DU CARIGNAN;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98663079332095;42.6663419206534
186/1;1;354;RUE DU CARIGNAN;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98628154360984;42.6664942257768
186/23;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;MOYEN;TRAPPE HS;;;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98629922065802;42.6662736951347
186/22;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;MOYEN;TRAPPE HS;;;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98607601805602;42.6661882663251
186/18;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;MOYEN;TRAPPE HS;;;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98603191077556;42.6660288542976
186/17;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.9861335874893;42.6658604729427
186/16;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;VETUSTE;ACCIDENTÉ TRAPPE HS;;;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98631092301121;42.6656945787617
186/15;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98647955116309;42.665647227242
186/14;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.9865893468504;42.6654896977209
186/13;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98669172065678;42.6653124899087
186/12;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;TRAPPE HS;;;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.986711833936;42.6651286667873
186/11;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;;;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98673262005337;42.6649396167903
186/10;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;;;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98691614406928;42.664844415164
186/9;1;354;RUE DES VENDANGES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;;;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98717832187653;42.6647699959177
186/3;1;354;RUE DE L’ALICANTE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;NON;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98724604766243;42.6645324113772
186/4;1;354;RUE DE L’ALICANTE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;NON;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98704507027884;42.66432403014
186/8;1;354;RUE DE L’ALICANTE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;NON;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98720552555826;42.6640702818067
186/7;1;354;RUE DE L’ALICANTE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98738874235037;42.6637752098317
186/6;1;354;RUE DE L’ALICANTE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.9874909185274;42.6635793802309
186/5;1;354;RUE DE L’ALICANTE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98766915505956;42.6633412190827
186/2;1;354;RUE CARIGNAN;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;TRAPPE HS;NON;NON;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98742861317594;42.664881125702
186/169;1;354;RUE CARIGNAN;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98761866794396;42.6650113870004
186/60;1;354;RUE CARIGNAN;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;NON;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98754129425189;42.665304155702
186/319;1;2;RUE DE L’ALICANTE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98827558345336;42.6631878506335
186/318;1;2;RUE DE L’ALICANTE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98804085187297;42.6632431058335
186/317;1;2;RUE MERLOT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98795861380366;42.6630542410094
186/316;1;2;RUE MERLOT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98813776212585;42.6628452979487
186/315;1;2;RUE MERLOT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98833787622842;42.6626182965097
186/314;1;2;RUE MERLOT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98852396852774;42.6624033505729
186/313;1;2;CHEMIN DU MAS BLANC;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER GALVANISE;10;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;COMATELEC;HESTIA;6;BON;LED;16;;LATERALE;;SOUTERRAIN;;2.98847538763718;42.6622266062825
186/312;1;2;CHEMIN DU MAS BLANC;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98871957129096;42.662460320025
186/310;1;2;CHEMIN DU MAS BLANC;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98890040664923;42.662637783025
186/320;1;2;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98923718504923;42.6629233665563
186/321;1;2;CHEMIN DU MAS BLANC;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;NON;OUI;;;;;THORN;NELLA;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98900815327936;42.6628598161726
186/309;1;2;RUE DE L’ARAMON;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98876309466647;42.6629934499954
186/308;1;2;RUE DE L’ARAMON;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98852422814084;42.6631317069086
186/306;1;2;RUE DU CHASSELAS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;TRAPPE HS;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98859178594178;42.6633339778629
186/307;1;2;RUE DU CHASSELAS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98893483817575;42.6634464406093
186/305;1;2;RUE DE L’ARAMON;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98834989119534;42.6635523813212
186/304;1;2;RUE DE L’ARAMON;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98819415925769;42.6638148565725
186/303;1;2;RUE DE L’ARAMON;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98807949290492;42.6640120653571
186/300;1;2;RUE DE L’ARAMON;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98793353463756;42.6642606410447
186/301;1;2;RUE DE GRENACHE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;MOYEN;TRAPPE HS;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98805892777313;42.6643613420983
186/302;1;2;RUE DE GRENACHE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;MOYEN;TRAPPE HS;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.98834870901242;42.6644560470605
186/299;1;2;RUE DE L’ARAMON;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.9878242932108;42.6644371767598
186/298;1;2;RUE DE L’ARAMON;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;3.5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON;LED;16;;TOP;;SOUTERRAIN;;2.9875791214102;42.6645644928835
186/63;1;355;RUE CABRIT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98963611518882;42.6652020069182
186/62;1;355;IMPASSE CLAUDE DEBUSSY;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;5;BON;;OUI;OUI;;;;;ECLATEC;ITEM;5;BON;LED;16;;TOP;;SOUTERRAIN;;2.98945170184077;42.6651570898304
186/70;1;355;RUE DAGOBERT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98960290626938;42.6649201811989
186/69;1;355;RUE DAGOBERT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98968880946506;42.6647700732031
186/68;1;355;RUE DAGOBERT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;BF;;125;LATERALE;;;;2.98980966790508;42.6645685593009
186/67;1;355;RUE DAGOBERT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98992504392692;42.6643710365321
186/66;1;355;RUE DAGOBERT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.99003995641806;42.6641784422776
186/65;1;355;RUE DAGOBERT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.99016816128045;42.6639588870062
186/64;1;355;RUE DAGOBERT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.9904050012068;42.6638967189303
186/71;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.9901829807877;42.6637716632311
186/72;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;ABEL;VERSO;4;BON;LED;18;;TOP;;SOUTERRAIN;;2.98997069900461;42.6635740144033
186/73;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98976912334305;42.6634089186999
186/184;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.9896136501202;42.6632013045893
186/185;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98943766027458;42.663071685543
186/74;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98964873382361;42.6636212433147
186/183;1;355;RUE DU CHASSELAS;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;ABEL;VERSO;4;BON;LED;18;;TOP;;SOUTERRAIN;;2.98936410891406;42.6636603570727
186/182;1;355;RUE DU MUSCAT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;TRAPPE HS;OUI;OUI;;;;;ECLATEC;ITEM;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98910579925242;42.6635971264986
186/181;1;355;RUE DU MUSCAT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98900188932686;42.6638192671957
186/180;1;355;RUE DU MUSCAT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98895070781357;42.664049399962
186/179;1;355;RUE DU MUSCAT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98884457545599;42.6642271233128
186/178;1;355;RUE DU MUSCAT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;ECLATEC;ITEM;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98873092060626;42.6644278535728
186/12437;1;355;RUE DU MUSCAT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;TRAPPE HS;OUI;OUI;;;;;ECLATEC;ITEM;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98860136108441;42.6645355497072
186/12436;1;355;RUE DU MUSCAT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;TRAPPE HS;OUI;OUI;;;;;ECLATEC;ITEM;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98882551140906;42.6646083627494
186/170;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98911313309839;42.6645252568298
186/172;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;DIVERS;BOULE;4;BON ENERGIVORE;BF;;125;TOP;;SOUTERRAIN;;2.98937031537434;42.6645645411045
