cumul;CODE_INSEE;X;Y;N_armoire;N_depart;N_SUPPORT;N_LUMINAIRE;INDICE_LUM;Adresse;Type_Reseau;Type_Cable;Section du câble;Etat;Platine raccordement (boitier);TYPE_PROTECTION;TYPE_TERRE;CONFORMITE_MISE_A_LA_TERRE;TETE_CABLE;GAINE_ALIM_BT;GAINE_ALIM_LUMINAIRE;CABLAGE_CONFORME;"Géolocalisation (A; B; C ou non)"; Modele_Support ; Forme_Support ;Materiaux_Support;Type_Peinture;Hauteur;Etat_Support;TRAPPE;NATURE_CROSSE;NB_CROSSE;SAILLIE_CROSSE;Typologie Luminaire; Marque ; Modele ; OUVERT_FERME ; INDICE_PROTECTION ;ETAT_LUMINAIRE;Hauteur luminaire;Inclinaison; Source ; Puissance ; eteint ; HS ; PRISE_ILLUMINATION ; PROTECTION_ILLUMINATION ; PHOTO_LUMINAIRE ; PHOTO_RACCORDEMENT ;cumul2;observation
1;66164;2.8785483911633;42.762499969645;1;SANS_OBJET;1;1;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222080824_5a272453-9215-4986-89e5-1600fba37fb1.jpg;;1;
1;66164;2.8784169629216;42.762335540459;1;SANS_OBJET;2;2;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222080934_cd05cc77-62c0-462b-84b5-a09bef58da45.jpg;;1;
1;66164;2.8780525177717;42.762071419012;1;SANS_OBJET;3;3;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222080954_b02b9c9a-852e-49b5-b3ce-b6d01cad67c1.jpg;;1;
1;66164;2.8779861330986;42.761912650219;1;SANS_OBJET;4;4;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081022_b8bfc51f-2573-48e8-b943-1b9e793b726b.jpg;;1;
1;66164;2.8783579543233;42.762215664415;1;SANS_OBJET;5;5;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081059_9fad6b95-e13d-44cc-9390-0dc6ec0b0513.jpg;;1;
1;66164;2.8786211460829;42.762172095446;1;SANS_OBJET;6;6;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081156_9ac680da-c890-4738-ac76-9b1750c8176c.jpg;;1;
1;66164;2.8785239160061;42.762030557625;1;SANS_OBJET;7;7;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081241_a7ecb161-97c1-4a84-99c3-45d0d0988464.jpg;;1;
1;66164;2.8785842657089;42.761845942589;1;SANS_OBJET;8;8;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081328_8478ee9d-ebd2-4939-9e24-e47fd3994d55.jpg;;1;
1;66164;2.8787753731012;42.761834865669;1;SANS_OBJET;9;9;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081356_361be19f-1a36-44b2-958d-9d72dcb0ec2e.jpg;;1;
1;66164;2.8785842657089;42.761845942589;1;SANS_OBJET;10;10;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081415_75aaa4d0-9028-472d-9c64-9d56e07e1b1e.jpg;;1;
1;66164;2.8789319470525;42.762014065371;1;SANS_OBJET;11;11;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081436_569e8c70-c66b-475b-92e4-7fdb162b2163.jpg;;1;
1;66164;2.8788481280208;42.762145510976;1;SANS_OBJET;12;12;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081512_9b7c555d-d647-4dbe-b209-4ca07bec53ed.jpg;;1;
1;66164;2.8787079825997;42.76199117313;1;SANS_OBJET;13;13;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G1.5;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;SOL;AUTRE;ALUMINIUM;SANS;0;BON;SANS_OBJET;AUTRE;AUCUNE;SANS_OBJET;ENCASTRE DE SOL;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081721_aab878aa-9f37-4dea-a476-99e5f9436629.jpg;;1;
1;66164;2.8787079825997;42.76199117313;1;SANS_OBJET;14;14;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G1.5;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;SOL;AUTRE;ALUMINIUM;SANS;0;BON;SANS_OBJET;AUTRE;AUCUNE;SANS_OBJET;ENCASTRE DE SOL;INCONNU;INCONNU;FERME;IP 65;BON;0;0;LED;0;OUI;OUI;NON;NON;c71190f683188pu452512_20210222081740_088ade6c-bf72-4240-af64-afa6adbdbc08.jpg;;1;
1;66164;2.8781313076615;42.762255787224;1;SANS_OBJET;15;15;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222081959_57470246-f127-4d20-813f-be7c38fb8866.jpg;;1;
1;66164;2.8779284656048;42.762341448102;1;SANS_OBJET;16;16;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082051_b77bc801-6169-45cd-b61e-c1aff458e331.jpg;;1;
1;66164;2.8777014836669;42.762442124098;1;SANS_OBJET;17;17;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082111_ee324072-b5f3-41f5-9c60-85d42e6550c5.jpg;;1;
1;66164;2.8776206821203;42.762423908893;1;SANS_OBJET;18;18;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082158_8401f0ca-66f3-4f22-9de9-edbaab8ec54b.jpg;;1;
1;66164;2.8774540498853;42.762128526447;1;SANS_OBJET;19;19;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082232_2dfec54b-5576-4e74-880d-520e17cac1c1.jpg;;1;
1;66164;2.8777350112796;42.762553876724;1;SANS_OBJET;20;20;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082300_12e7b188-4e5b-4e4c-9f55-9d84cf9c9251.jpg;;1;
1;66164;2.8778748214245;42.762716582278;1;SANS_OBJET;21;21;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082338_eefa4b2f-522f-4b29-90e4-fd8161382e06.jpg;;1;
1;66164;2.8779204189777;42.76293048651;1;SANS_OBJET;22;22;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082402_e3065f4e-4cb3-49e8-9a3d-55a61b5ee16b.jpg;;1;
1;66164;2.8780528530478;42.763119282842;1;SANS_OBJET;23;23;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082436_ba8482f2-7c63-4fea-b868-1b55324f6807.jpg;;1;
1;66164;2.8774805366993;42.762598922328;1;SANS_OBJET;24;24;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082507_2c0b01ee-338d-4e00-b763-0a7a3213581d.jpg;;1;
1;66164;2.8773360326886;42.762666367599;1;SANS_OBJET;25;25;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082621_aad3e32b-010a-48ee-9083-4241d2205b52.jpg;;1;
1;66164;2.8771740943193;42.76277787367;1;SANS_OBJET;26;26;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082641_35c07da4-1472-45c3-98d7-09b8c8914918.jpg;;1;
1;66164;2.8770010918379;42.762844580296;1;SANS_OBJET;27;27;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082702_fac67023-e372-4aa0-bcc3-15134f0ef50e.jpg;;1;
1;66164;2.8767298534513;42.762431047285;1;SANS_OBJET;28;28;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082806_eb6da8ca-6f91-42a3-a116-d42ed3e7e7c1.jpg;;1;
1;66164;2.8768689930439;42.762322986716;1;SANS_OBJET;29;29;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222082830_63301eca-b7d2-423c-83ac-258c7ea6b85d.jpg;;1;
1;66164;2.8772364556789;42.763166543372;1;SANS_OBJET;30;30;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222083018_bc7f079f-825f-43db-8ec6-fd5bcd893212.jpg;;1;
1;66164;2.8774171695113;42.763091714183;1;SANS_OBJET;31;31;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222083048_13cdf442-0f18-4b37-abe3-3dfe06d7fcc3.jpg;;1;
1;66164;2.8775791078806;42.76309639101;1;SANS_OBJET;32;32;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;COFFRET CLASSE DEUX;FUSIBLE;CABLETTE;OUI;NON;NON;NON;NON;C;CANDELABRE;CYLINDRIQUE;ACIER_GALVANISE;THERMOLAQUE;6;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;IRIDIUM;FERME;IP 54;BON;6;0;COSMOWHITE;60;NON;NON;NON;NON;c71190f683188pu452512_20210222083116_ebea857e-c5d5-4fd5-8c79-e5da457b6f00.jpg;;1;
1;66164;2.8787223994732;42.762645444804;1;SANS_OBJET;33;33;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;BORNES;FUSIBLE;DANS CABLE;NON;NON;NON;NON;NON;C;CANDELABRE;OCTOCONIQUE;ACIER_GALVANISE;SANS;6;MOYEN;OUI;ACIER;SIMPLE;1.5;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;7;0;SODIUM HAUTE PRESSION;150;NON;NON;NON;NON;c71190f683188pu452512_20210222083627_3036e9e7-a687-427a-9c7a-08bb3fc59c6a.jpg;;1;
1;66164;2.8784451261163;42.76286870297;1;SANS_OBJET;34;34;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G16;BON;BORNES;FUSIBLE;DANS CABLE;NON;NON;NON;NON;NON;C;CANDELABRE;OCTOCONIQUE;ACIER_GALVANISE;SANS;6;MOYEN;OUI;ACIER;SIMPLE;1.5;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;7;0;SODIUM HAUTE PRESSION;150;NON;NON;NON;NON;c71190f683188pu452512_20210222083725_5ce7eecf-15c0-47af-8e88-da7dc2b85eba.jpg;;1;
1;66164;2.8789436817169;42.762493323564;1;SANS_OBJET;35;35;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G10;BON;BORNES;FUSIBLE;DANS CABLE;NON;NON;NON;NON;NON;C;CANDELABRE;OCTOCONIQUE;ACIER_GALVANISE;SANS;7;MOYEN;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;7;0;SODIUM HAUTE PRESSION;150;NON;NON;NON;NON;c71190f683188pu452512_20210222084055_ab5436ee-a1d9-49c2-a061-262b29234d39.jpg;;1;
1;66164;2.8791153430939;42.762341448102;1;SANS_OBJET;36;36;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G10;BON;BORNES;FUSIBLE;DANS CABLE;NON;NON;NON;NON;NON;C;CANDELABRE;OCTOCONIQUE;ACIER_GALVANISE;SANS;7;MOYEN;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;7;0;SODIUM HAUTE PRESSION;150;NON;NON;NON;NON;c71190f683188pu452512_20210222084147_1ebad162-e50d-4cda-9207-5abd856da385.jpg;;1;
1;66164;2.8793305903673;42.76216151089;1;SANS_OBJET;37;37;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G10;BON;BORNES;FUSIBLE;DANS CABLE;NON;NON;NON;NON;NON;C;CANDELABRE;OCTOCONIQUE;ACIER_GALVANISE;SANS;7;MOYEN;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;7;0;SODIUM HAUTE PRESSION;150;NON;NON;NON;NON;c71190f683188pu452512_20210222084229_10fea696-eec2-4276-92ad-01c8c04fd802.jpg;;1;
1;66164;2.8795434907079;42.762210002912;1;SANS_OBJET;38;38;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G10;BON;COFFRET CLASSE DEUX;FUSIBLE;DANS CABLE;NON;NON;OUI;NON;NON;C;CANDELABRE;CYLINDROCONIQUE;ACIER_GALVANISE;SANS;5;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;5;0;SODIUM HAUTE PRESSION;10;NON;NON;NON;NON;c71190f683188pu452512_20210222084545_c6ea485b-9893-4a56-b0ce-2799d7c20218.jpg;;1;
1;66164;2.8797245398164;42.762370247854;1;SANS_OBJET;39;39;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G10;BON;COFFRET CLASSE DEUX;FUSIBLE;DANS CABLE;NON;NON;OUI;NON;NON;C;CANDELABRE;CYLINDROCONIQUE;ACIER_GALVANISE;SANS;5;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;5;0;SODIUM HAUTE PRESSION;10;NON;NON;NON;NON;c71190f683188pu452512_20210222084610_ca037d5a-1c3d-4b67-a733-a0212a38e283.jpg;;1;
1;66164;2.8798894956708;42.762587107091;1;SANS_OBJET;40;40;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G10;BON;COFFRET CLASSE DEUX;FUSIBLE;DANS CABLE;NON;NON;OUI;NON;NON;C;CANDELABRE;CYLINDROCONIQUE;ACIER_GALVANISE;SANS;5;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;5;0;SODIUM HAUTE PRESSION;100;OUI;NON;NON;NON;c71190f683188pu452512_20210222084649_84a155ca-a11f-47e4-ab4a-fcfb3ae0f7e9.jpg;;1;
1;66164;2.8800487518311;42.762793381121;1;SANS_OBJET;41;41;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G10;BON;COFFRET CLASSE DEUX;FUSIBLE;DANS CABLE;NON;NON;OUI;NON;NON;C;CANDELABRE;CYLINDROCONIQUE;ACIER_GALVANISE;SANS;5;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;5;0;SODIUM HAUTE PRESSION;100;NON;NON;NON;NON;c71190f683188pu452512_20210222084735_cce04be6-ff55-419c-b6b7-d212bbe7f335.jpg;;1;
1;66164;2.8802016377449;42.762997439121;1;SANS_OBJET;42;42;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G10;BON;COFFRET CLASSE DEUX;FUSIBLE;DANS CABLE;NON;NON;OUI;NON;NON;C;CANDELABRE;CYLINDROCONIQUE;ACIER_GALVANISE;SANS;5;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;5;0;SODIUM HAUTE PRESSION;100;NON;NON;NON;NON;c71190f683188pu452512_20210222084830_1fb8aa06-3ba3-4f82-a787-036bec45744b.jpg;;1;
1;66164;2.8803732991219;42.763211342384;1;SANS_OBJET;43;43;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G10;BON;COFFRET CLASSE DEUX;FUSIBLE;DANS CABLE;NON;NON;OUI;NON;NON;C;CANDELABRE;CYLINDROCONIQUE;ACIER_GALVANISE;SANS;5;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;5;0;SODIUM HAUTE PRESSION;100;NON;NON;NON;NON;c71190f683188pu452512_20210222084856_862c1213-ed74-462a-9888-b4d894fa0d35.jpg;;1;
1;66164;2.8802747279406;42.762852210939;1;SANS_OBJET;44;44;1;RIVESALTES;SOUTERRAIN;U1000RO2V;3G10;BON;COFFRET CLASSE DEUX;FUSIBLE;DANS CABLE;NON;NON;OUI;NON;NON;C;CANDELABRE;CYLINDROCONIQUE;ACIER_GALVANISE;SANS;5;BON;OUI;AUTRE;AUCUNE;SANS_OBJET;ROUTIER;PHILIPS;COMETE;FERME;IP 54;MOYEN;5;0;SODIUM HAUTE PRESSION;100;NON;NON;NON;NON;c71190f683188pu452512_20210222084925_1d4cdeaa-0d65-440a-b35a-d3f25bd89f6f.jpg;;1;
